label,log_text
1,RTL: start return at 57 m (29 m above destination)
2,RTT too high for timesync: 13 ms
2,RTT too high for timesync: 111 ms
2,Preflight Fail: Flight termination active
1,Armed by RC
2,command 207 unsupported
1,"airspeed scale set to 1.000000, offset to 6.894469"
2,Preflight Fail: horizontal velocity estimate not stable
2,GPS jamming detected! (state: 3) (indicator: 94)
2,Preflight Fail: Accel 0 inconsistent - check cal
2,Preflight Fail: Kill switch engaged
2,command 207 unsupported
2,Preflight Fail: heading estimate not stable
1,importing from '/fs/mtd_params'
1,Start file log (type: full)
3,"COMMAND_LONG vehicle_command lost, generation 1041 -> 1074"
1,[logger] /fs/microsd/log/2025-08-07/01_50_34.ulg
3,"vehicle_command_ack lost, generation 12 -> 2998"
1,"closed logfile, bytes written: 2371855"
1,"0 (396825) EST:0 offset: [-0.011, 0.000, -0.044]->[-0.016, 0.001, -0.044] (full [-0.048, 0.002, 0"
1,Opened full log file: /fs/microsd/log/2025-08-07/19_27_04.ulg
1,"closed logfile, bytes written: 288134"
1,importing from '/fs/mtd_params'
3,node spin error -8
1,"successfully created rt/fmu/out/vehicle_optical_flow data writer, topic id: 262"
2,wq:uavcan low on stack! (228 bytes left)
1,GCS connection regained
1,logger started (mode=all)
2,Preflight Fail: position estimate error
1,Init info.period =  0.00400 sigNo = 0x0011
2,Preflight Fail: Kill switch engaged
1,Start file log (type: full)
1,sbus main...
2,GPS reports spoofing indicated
1,"successfully created rt/fmu/out/vehicle_status data writer, topic id: 266"
2,Preflight: GPS Speed Accuracy too low
3,Product_ID: 0
1,u-blox module: NEO-M9N
1,"using network interface eth0, IP: 192.168.0.3"
1,data manager file '/fs/microsd/dataman' size is 68528 bytes
1,formatting /dev/mmcsd0
1,"mode: Normal, data rate: 1200 B/s on /dev/ttyS1 @ 57600B"
1,[logger] /fs/microsd/log/2025-08-06/08_39_17.ulg
2,Preflight: GPS Horizontal Pos Drift too high
3,Task already running
3,mtd failure: -5 bus 2 address 0 class 1
2,Switching to Hold is currently not available
1,Kill Switch triggered by RC. Switching to RC Control.
2,Failsafe: stop and wait
1,Mixer: /etc/mixers/quad_x.main.mix on /dev/pwm_output0
1,RC scan: SBUS RC input locked
1,[logger] /fs/microsd/log/2025-08-07/03_18_47.ulg
1,synchronized with time offset 1754666092151165us
1,"closed logfile, bytes written: 620820"
3,parameter export to /fs/mtd_params failed (-1) attempt 1
3,failed to initialize mtd driver
1,[logger] /fs/microsd/log/2025-08-07/23_58_17.ulg
1,"init UDP agent IP:10.41.10.1, port:8888"
2,Dropped 145 events (seq=164)
2,GPS reports spoofing indicated
1,data manager file '/fs/microsd/dataman' size is 68528 bytes
3,bmi088: no instance started (no device on bus?)
1,selected parameter default file /fs/mtd_params
1,Takeoff detected
1,UART4串口初始化成功
2,Preflight Fail: Kill switch engaged
1,Disarmed by landing
3,not starting (use px4io for safety button)
1,Armed by RC (switch)
3,Parameter MAV_2_UDP_PRT not found.
1,"instance: 0, max rate: 100, default: 50, alt: 50"
1,u-blox protocol version: 34.10
3,failed to get CAL_MAG1_ID
2,REJ. WP CMD: partner id mismatch
2,[timesync] RTT too high for timesync: 27 ms (sender: 191)
1,(120m 20Hz) with address 102 found
1,[logger] /fs/microsd/log/2025-08-06/12_40_50.ulg
1,"mode: Normal, data rate: 1200 B/s on /dev/ttyS0 @ 57600B"
1,Armed by RC
1,"closed logfile, bytes written: 10457614"
1,Landing detected
1,"1 (396809) EST:0 offset: [0.043, -0.280, -0.055]->[0.042, -0.284, -0.060] (full [0.041, -0.292, -"
1,"Battery PRES not asserted, requesting power on."
1,Takeoff detected
1,FlightTaskAuto.cpp L616
2,RTT too high for timesync: 13 ms
1,"force: [0.000000, 0.000000, 4.235869], torque: [-0.030839, -0.120371, 0.000838]"
1,Armed by RC (switch)
1,Armed by RC (switch)
3,unknown param ID: 687
1,"0 (396825) EST:1 offset: [0.031, 0.015, -0.033]->[0.039, 0.004, -0.043] (full [0.129, -0.049, -0."
2,Preflight Fail: velocity estimate error
1,uart name : /dev/ttyS1
3,Device /dev/ttyACM0 does not exist
3,param export failed (-1)
1,data manager file '/fs/microsd/dataman' size is 68528 bytes
3,stat failed read: No such file or directory
1,channel 1 got 14 bytes
3,instance 0: RADIO_STATUS timeout
3,bmi088: no instance started (no device on bus?)
1,Landing detected
1,GCS connection regained
3,parameter export to /fs/microsd/params failed (-1) attempt 3
1,logger started (mode=all)
1,Bitrate1 1000000 mode1 0
3,"Can't open log file /fs/microsd/log/sess100/log100.ulg, errno: 2"
1,"mode: Normal, data rate: 1200 B/s on /dev/ttyS5 @ 57600B"
1,"successfully created rt/fmu/out/vehicle_global_position data writer, topic id: 213"
3,get: param 65535 invalid
2,no RGB led on bus #1
2,"no gyro selected, using sensor_gyro_fifo:0 3407898"
2,WPM: REJ. CMD: Busy
2,"Preflight Fail: Accel Range, hold still on arming"
3,Could not find parameter with name BAT4_V_EMPTY
1,logger started (mode=all)
1,Start file log (type: full)
2,Failsafe: blind land
1,Disarmed by lockdown
3,Network could not be saved!
1,"roll = -0.0229, pitch = -0.0220, yaw = -0.0072"
1,channel 1 got 14 bytes
1,Landing detected
1,Disarmed by landing
1,trigger init
3,couldn't start parameter count: -2
1,channel 1 got 14 bytes
3,verify: failed (-1)
1,[logger] /fs/microsd/log/2025-08-08/07_05_00.ulg
1,Opened full log file: /fs/microsd/log/2025-08-08/03_01_22.ulg
1,Takeoff detected
1,"closed logfile, bytes written: 3168224"
1,"closed logfile, bytes written: 22279355"
1,Opened full log file: /fs/microsd/log/2025-08-08/13_02_06.ulg
1,DO JUMP repetitions 1 times.
1,[cal] progress <20>
1,#需9秒、、、、、、
3,SET_MESSAGE_INTERVAL requested param3 not supported.
2,GPS reports spoofing indicated
1,[timesync] Synchronized realtime clock
2,Preflight Fail: Kill switch engaged
3,Battery 2: over voltage.
1,"mode: Onboard, data rate: 46080 B/s on /dev/ttyS2 @ 921600B"
1,"1 (8944387) EST:0 offset: [-0.064, -0.153, 0.010]->[-0.066, -0.160, 0.010] (full [-0.071, -0.181,"
2,Preflight Fail: No connection to the ground control station
2,Preflight Fail: No connection to the ground control station
3,unknown param ID: 902
1,"BSON document size 2474 bytes, decoded 2474 bytes (INT32:71, FLOAT:52)"
2,Preflight Fail: No connection to the ground control station
1,Disarmed by RC (switch)
1,logger started (mode=all)
1,启用爬升率控制，进入高度：36.9m
1,START BARO
1,Kill disengaged
1,First initialization
1,RC scan: SBUS RC input locked
3,"vehicle_command_ack lost, generation 21 -> 26"
3,mtd failure: -6 bus 2 address 0 class 1
1,Autotune returned to idle
2,Preflight Fail: Flight termination active
1,logger started (mode=all)
1,Mixer: /etc/mixers/pass.aux.mix on /dev/pwm_output1
1,[logger] /fs/microsd/log/2025-08-01/06_24_56.ulg
1,"mode: Normal, data rate: 1200 B/s on /dev/ttyS1 @ 57600B"
3,"vehicle_command_ack lost, generation 3871 -> 3884"
3,verify: invalid parameter 'CAL_GYRO2_ZO '
1,"Node ID 1, bitrate 1000000"
1,Battery Knob closed!
1,Start file log (type: full)
1,Scanning timeout: exiting
2,Preflight: GPS Hor Speed Drift too high
1,"closed logfile, bytes written: 1217443"
3,/dev/ttyS0 write error -1
3,PWM_SERVO_SET_UPDATE_RATE (check rate for sanity)
2,wq:rate_ctrl low on stack! (108 bytes left)
2,RTT too high for timesync: 12 ms
1,#向后转、、、、
3,"vehicle_command_ack lost, generation 547 -> 549"
1,"0 (73225) EST:1 offset: [0.081, 0.004, -0.200]->[0.089, 0.012, -0.200] (full [0.208, 0.086, -0.20"
2,Preflight Fail: heading estimate not stable
1,Connection to ground station lost
1,[logger] /fs/microsd/log/2025-08-05/10_05_43.ulg
1,u-blox firmware version: SPG 5.10
1,Connection to ground station lost
1,Opened full log file: /fs/microsd/log/2025-08-06/05_43_11.ulg
1,starting optical flow fusion
1,RTL: return at 33 m (1 m above destination)
2,Preflight: GPS fix too low
1,Opened full log file: /fs/microsd/log/2025-08-09/02_29_56.ulg
2,Preflight: GPS Horizontal Pos Drift too high
1,"gyro 2 (2424842) updating offsets [-0.043, -0.002, 0.002]->[-0.027, -0.012, 0.005] 46.0 degC"
3,[timesync] Time jump detected. Resetting time synchroniser.
3,get: param 65535 invalid
2,Already running on bus 1
3,parameter export to /fs/mtd_params failed (1) attempt 1
2,Failsafe activated: entering Hold for 5 seconds
2,[cal] calibration cancelled
1,"0 (458770) EST:0 offset: [-0.028, 0.066, 0.011]->[-0.028, 0.063, 0.017] (full [-0.054, 0.060, 0.0"
2,Preflight Fail: Kill switch engaged
1,and broadcast IP: 10.0.0.255
2,Preflight Fail: Strong magnetic interference
1,partner IP: 10.41.10.1
1,[logger] /fs/microsd/log/2025-08-04/18_01_56.ulg
1,importing from '/fs/mtd_params'
1,Disarmed by RC (switch)
3,get: param 65535 invalid
1,Opened full log file: /fs/microsd/log/sess118/log110.ulg
1,Armed by RC (switch)
1,Start file log (type: full)
1,Start file log (type: full)
2,Preflight Fail: Kill switch engaged
1,Landing detected
1,Disarmed by RC (switch)
1,default PWM output device
3,Battery 2: over voltage.
3,Battery 1: failed to arm.
1,selected parameter default file /fs/mtd_params
2,ist8310: no instance started (no device on bus?)
1,IO FW CRC match
1,setting PWM_AUX_OUT none
1,data manager file '/fs/microsd/dataman' size is 62560 bytes
2,Preflight Fail: velocity estimate error
3,get: param 65535 invalid
3,get: param 65535 invalid
1,importing from '/fs/mtd_params'
2,Failsafe activated
2,no broadcasting address found
1,exceptions : 80 free
2,Preflight Fail: Strong magnetic interference
1,Fence dm locked
3,parameter export to /fs/mtd_params failed (-1) attempt 2
1,[logger] /fs/microsd/log/2025-07-27/10_30_37.ulg
1,Takeoff detected
3,Parameter MAV_2_REMOTE_PRT not found.
1,"successfully created rt/fmu/out/vehicle_angular_velocity data writer, topic id: 240"
1,Armed by RC (switch)
1,Armed by Stick gesture
3,"vehicle_command_ack lost, generation 22 -> 27"
2,ms5611: no instance started (no device on bus?)
1,Starting CDC/ACM autostart
1,Start file log (type: full)
1,Preflight Fail: No manual control input
1,[cal] right orientation detected
2,Preflight Fail: Gyro Sensor 0 missing
1,Start file log (type: full)
1,FlightTaskAuto.cpp L616
1,u-blox module: NEO-M9N
1,data manager file '/fs/microsd/dataman' size is 68528 bytes
1,[logger] /fs/microsd/log/2025-08-08/04_01_32.ulg
3,parameter export to /fs/mtd_params failed (-1) attempt 1
1,Executing Mission
2,Mission item could not be set.
1,Registered Topic for 0x6 0x3E
1,Kill-switch disengaged
2,Preflight Fail: Kill switch engaged
1,RC scan: SBUS RC input locked
1,[logger] /fs/microsd/log/2025-08-08/08_17_25.ulg
1,"ACC 0 (3670026) offset committed: [0.103 -0.129 0.062]->[-0.006 -0.063 INFO  [vehicle_magnetometer] 0 (73225) EST:0 offset: [0.095, 0.018, -0.202]->[0.126, 0.045, -0.208] (full [0.178, 0.070, -0.22"
1,Jumping CAN modules into application
3,failed setting PWM rate on IO
3,verify: invalid parameter 'RC_MB'
3,get: param 65535 invalid
1,selected parameter default file /fs/mtd_params
1,# 2、、、、、、、
1,removing log directory /fs/microsd/log/sess208 to get more space (left=1179 MiB)
2,Failsafe activated
1,"1 (396809) EST:0 offset: [-0.117, -0.053, 0.090]->[-0.114, -0.049, 0.090] (full [-0.094, -0.027,"
3,failed to initialize mtd driver
1,Start file log (type: full)
2,Preflight Fail: Kill switch engaged
3,failed to get CAL_MAG1_ID
1,"instance: 0, max rate: 100, default: 50, alt: 50"
2,Preflight Fail: Strong magnetic interference
2,rc control switch to sbus success
1,channel 0 got 14 bytes
3,couldn't start parameter count: -2
3,"vehicle_command_ack lost, generation 2 -> 6"
1,Opened full log file: /fs/microsd/log/2025-08-08/01_56_11.ulg
1,"---zwz: forward_message: sysid=255, compid=190, msgid=73, cmd=0"
3,node spin error -8
1,"mode: Normal, data rate: 1200 B/s on /dev/ttyS1 @ 57600B"
3,"sending broadcast failed, errno: 114: Network is unreachable"
1,"1 (396809) EST:0 offset: [0.043, -0.280, -0.055]->[0.042, -0.284, -0.060] (full [0.041, -0.292, -"
1,Invalid time ignored: 0
2,Preflight: GPS Speed Accuracy too low
1,"BSON document size 3198 bytes, decoded 3198 bytes (INT32:67, FLOAT:88)"
1,Armed by RC (switch)
1,logger started (mode=all)
1,Registered Topic for 0x6 0x24
1,Opened full log file: /fs/microsd/log/2021-02-19/00_02_07.ulg
1,[cal] progress <80>
1,qq_ver4=114
2,Preflight Fail: Accel 0 inconsistent - check cal
3,Low battery
1,"BSON document size 2747 bytes, decoded 2747 bytes (INT32:58, FLOAT:77)"
1,Registered Topic for 0xA 0x4
1,"closed logfile, bytes written: 552406"
1,Opened full log file: /fs/microsd/log/2025-08-07/16_24_23.ulg
1,Preflight Advice: Accels inconsistent - Check Cal
2,Preflight Fail: Yaw estimate error
2,GPS reports critical jamming state
1,"0 (73225) EST:0 offset: [0.075, -0.005, -0.199]->[0.081, 0.004, -0.200] (full [0.142, 0.073, -0.2"
3,Node init failed: -13
1,Starting CDC/ACM autostart
1,"closed logfile, bytes written: 4529343"
3,get: param 65535 invalid
1,[logger] /fs/microsd/log/2025-08-08/04_26_07.ulg
1,Start file log (type: full)
2,Preflight Fail: heading estimate not stable
1,"successfully created rt/fmu/out/sensor_combined data writer, topic id: 214"
1,Ignore command 512 from 255/190 to 33/1
1,Constructing BMS_SY6S. Device: /dev/ttyS3
1,ACC 0 (4259850) offset committed: [-0.059 0.173 0.023]->[-0.248 0.230 0.013])
3,get: param 65535 invalid
3,SET_MESSAGE_INTERVAL requested param3 not supported.
1,selected parameter default file /fs/mtd_params
2,Preflight Fail: Flight termination active
1,"1 (396833) EST:0 offset: [0.057, 0.113, -0.123]->[0.054, 0.104, -0.123] (full [-0.076, -0.240, -0"
1,data manager file '/fs/microsd/dataman' size is 68528 bytes
2,Preflight Fail: Vehicle is in transition state
1,"closed logfile, bytes written: 330619"
1,reset velocity to GPS
2,Preflight Fail: height estimate error
1,"starting instance 0, IMU:0 (3670026), MAG:0 (0)"
1,Opened full log file: /fs/microsd/log/2025-08-06/14_15_14.ulg
2,ESCs telemetry timeout
1,#加转速、、、、、
2,"no gyro selected, using sensor_gyro_fifo:0 4325386"
2,RTT too high for timesync: 10 ms
2,Preflight Fail: Attitude failure (roll)
2,Preflight Fail: Flight termination active
3,unknown param ID: 930
1,Landing detected
1,[logger] /fs/microsd/log/2025-08-09/09_20_34.ulg
1,Disarmed by external command
1,GCS connection regained
3,param auto save failed (-1)
1,Mixer: /etc/mixers/nuaa_quad_tiltrotor.aux.mix on /dev/pwm_output1
1,selected parameter default file /fs/mtd_params
3,killed: unsupported node type
1,"BSON document size 2890 bytes, decoded 2890 bytes"
3,"node name overflow, type:0x01, name:CAL_AC"
1,Takeoff detected
3,Parameter RBCLW_REV not found.
1,Opened full log file: /fs/microsd/log/2025-08-07/14_21_43.ulg
1,Left battery online
2,Preflight Fail: Kill switch engaged
1,#速度5米每秒、、
1,"closed logfile, bytes written: 805826"
1,CZI_SNCODE:0212C100F14524049AGC
3,mission update failed
3,"COMMAND_LONG vehicle_command lost, generation 1041 -> 1074"
1,0)  37.551247 127.127915  37.551785 127.127235  37.551247 127.126555  37.550708 127.127235  37.551247 127.127915
2,Switching to Position is currently not available
1,[logger] /fs/microsd/log/2025-08-08/14_33_43.ulg
1,"gyro 1 (3604506) ucalibration] gyro 1 (3604506) up0.003]->[0.017, -0.018, 0.006] 52.0 degC"
1,Takeoff detected
1,target_component: 1
3,Battery 2: over voltage.
1,"BSON document size 4027 bytes, decoded 4027 bytes (INT32:99, FLOAT:96)"
1,Estimator reset complete
1,MW_BASERATE_PERIOD =  0.00250 MW_BASERATE_PRIORITY = 250 SIGRTMIN = 0x00000000
3,Firmware Server Failed to Start -22
1,Disarmed by external command
3,get: param 65535 invalid
3,parameter export to /fs/microsd/params failed (-1) attempt 2
1,channel 0 got 14 bytes
1,"Failed to init INA238 on bus 2, but will try again periodically."
1,Mixer: /etc/mixers/pass.aux.mix on /dev/pwm_output1
3,verify: failed (-1)
1,Found range finder with instance 0
1,Armed by RC (switch)
1,"BSON document size 2684 bytes, decoded 2684 bytes"
1,logger started (mode=all)
1,"0 (73233) EST:0 offset: [-0.174, -0.130, 0.033]->[-0.179, -0.114, 0.028] (full [-0.362, 0.362, -0"
3,get: param 65535 invalid
2,Preflight Fail: Flight termination active
3,bmi088: no instance started (no device on bus?)
1,[logger] /fs/microsd/log/2023-03-27/18_22_52.ulg
3,SET_MESSAGE_INTERVAL requested param3 not supported.
2,bmi055: no instance started (no device on bus?)
1,Kill disengaged
2,Preflight Fail: Flight termination active
2,Preflight: GPS Hor Speed Drift too high
2,Connection to mission computer lost
1,Connection to ground station lost
1,Start file log (type: full)
1,storage array (custom defaults): 0/1833 elements (256 bytes total)
1,selected parameter default file /fs/mtd_params
1,Start file log (type: full)
1,#前飞构型、、、
1,reset fake position fusion
3,param export failed (1)
1,[cal] progress <34>
1,"reset position to last known (0.000, -0.000)"
1,0 - mag sensor ID changed 32704 -> 8944899
3,get: param 65535 invalid
2,RTT too high for timesync: 15 ms
1,0
1,"roll = 0.0038, pitch = -0.0091, yaw = -0.2837"
1,Armed by RC (switch)
1,"0 (8944643) EST:0 offset: [0.197, -0.113, -0.334]->[0.199, -0.108, -0.334] (full [0.204, -0.088,"
1,"multi_mode: 1, replay_mode: 0"
1,[logger] /fs/microsd/log/2025-08-01/14_58_46.ulg
1,[logger] /fs/microsd/log/2025-08-06/03_57_52.ulg
3,get: param 65535 invalid
1,"0 (466977) EST:0 offset: [0.040, 0.142, -0.053]->[0.024, 0.096, -0.037] (full [-0.008, -0.056, 0."
2,Preflight Fail: Kill switch engaged
3,importing failed (-1)
1,data manager file '/fs/microsd/dataman' size is 62560 bytes
1,[logger] /fs/microsd/log/2025-08-01/16_55_59.ulg
3,node spin error -8
2,Preflight Fail: height estimate not stable
3,instance 0: RADIO_STATUS timeout
1,data manager file '/fs/microsd/dataman' size is 62560 bytes
2,Mission rejected: the landing glide slope is steeper than the vehicle setting of 5.0 degre
1,open battery charge mos : response success 52
2,RTT too high for timesync: 15 ms
2,Preflight: GPS Horizontal Pos Error too high
1,Opened full log file: /fs/microsd/log/2025-08-08/01_54_04.ulg
1,"0 (466977) EST:2 offset: [0.016, 0.067, -0.025]->[0.010, 0.047, -0.016] (full [-0.012, -0.057, 0."
2,Preflight Fail: No connection to the ground control station
1,lpwork_thread : 612 free
2,Connection to mission computer lost
3,node spin error -8
1,MulticopterRateControl vtol 模式启动
1,Kill disengaged
3,get: param 65535 invalid
3,parameter export to /fs/microsd/params failed (-1) attempt 2
2,no broadcasting address found
3,param export failed (-1)
2,Disarming denied: not landed
3,get: param 65535 invalid
1,Call to pthread_attr_setstacksize returned status (0)
1,[logger] /fs/microsd/log/2025-08-07/08_10_59.ulg
2,Arming denied: Resolve system health failures first
2,RTT too high for timesync: 18 ms
1,Autotune started
1,Armed by RC
3,Task start failed (-1)
3,Network could not be saved!
1,Opened full log file: /fs/microsd/log/2025-08-05/09_04_45.ulg
3,bmi088: no instance started (no device on bus?)
1,Executing Mission
1,[logger] /fs/microsd/log/2025-08-05/13_41_34.ulg
1,Kill-switch disengaged
1,Disarmed by RC (switch)
2,Failsafe enabled: No manual control stick input
2,RTT too high for timesync: 13 ms
1,"roll = 0.0039, pitch = -0.0089, yaw = -0.2838"
3,verify: failed (-1)
3,PWM_SERVO_SET_ARM_OK
1,"closed logfile, bytes written: 2088704"
3,killed: node name overflow
1,selected parameter default file /fs/mtd_params
2,Preflight: GPS Speed Accuracy too low
1,"force: [0.000000, 0.000000, 6.245427], torque: [0.015735, 0.043944, 0.000541]"
2,"no gyro selected, using sensor_gyro_fifo:0 3407898"
1,GPS checks passed
1,Start file log (type: full)
1,Opened full log file: /fs/microsd/log/2025-08-08/03_49_36.ulg
1,"successfully created rt/fmu/out/position_setpoint_triplet data writer, topic id: 185"
3,bmi088: no instance started (no device on bus?)
1,Start file log (type: full)
3,couldn't start parameter count: -2
2,no device on bus 4 (type: 2)
2,Preflight Fail: Yaw estimate error
2,Preflight Fail: Flight termination active
1,"closed logfile, bytes written: 940393"
1,data manager file '/fs/microsd/dataman' size is 68528 bytes
1,Armed by RC (switch)
3,Battery 2: over voltage.
3,get: param 65535 invalid
2,wq:uavcan low on stack! (228 bytes left)
2,Preflight Fail: heading estimate not stable
1,data manager file '/fs/microsd/dataman' size is 62560 bytes
1,"mode: Onboard, data rate: 46080 B/s on /dev/ttyS1 @ 921600B"
1,wp storage array size is: 29
2,Preflight Fail: Yaw estimate error
3,Task already running
3,ms4525do: no instance started (no device on bus?)
3,"vehicle_command_ack lost, generation 2 -> 6"
1,"Node ID 1, bitrate 1000000"
1,Armed by RC (switch)
2,Arming denied: Resolve system health failures first
1,Pilot took over using sticks
1,selected parameter backup file /fs/microsd/parameters_backup.bson
1,Armed by RC (switch)
2,Preflight: GPS PDOP too high
1,[logger] /fs/microsd/log/2025-08-06/14_41_39.ulg
2,RTT too high for timesync: 16 ms
1,selected parameter default file /fs/mtd_params
1,IO FW CRC match
2,mavlink for device /dev/ttyS1 is not running
1,#速度9米每秒、、、
3,FTP: Open failed - out of sessions
3,param export failed (-1)
1,Executing Mission
1,Start mavlink log
1,"successfully created rt/fmu/out/vehicle_gps_position data writer, topic id: 215"
1,Armed by RC switch
1,Armed by RC
1,"mode: Normal, data rate: 1200 B/s on /dev/ttyS5 @ 57600B"
1,data manager file '/fs/microsd/dataman' size is 68528 bytes
1,Executing Mission
1,card formatted
3,unknown param ID: 1077
1,Disarmed by landing
2,Preflight Fail: Flight termination active
3,get: param 65535 invalid
1,0 - mag sensor ID changed 23 -> 8944899
1,"mode: Normal, data rate: 1200 B/s on /dev/ttyS5 @ 57600B"
1,"closed logfile, bytes written: 1084831"
1,"1 (396809) EST:0 offset: [-0.282, 0.032, -0.115]->[-0.272, 0.036, -0.115] (full [-0.207, 0.061, -"
1,Opened full log file: /fs/microsd/log/2025-08-06/07_58_27.ulg
1,"closed logfile, bytes written: 2597"
2,Preflight Fail: height estimate not stable
1,u-blox protocol version: 27.50
3,verify: 'BAT1_A_PER_V' invalid BSON value nan (expected nan)
1,"Node ID 1, bitrate 1000000"
3,parameter export to /fs/mtd_params failed (1) attempt 1
1,MAVLink module is running and logging!
2,Preflight Fail: horizontal velocity unstable
1,"GNSS版本信: #VERSIONA,84,GPS,UNKNOWN,1,366370800,0,0,18,46;""UM982"",""R4.10Build11826"",""HRPT00-S10C-P"",""2310415000012-LR23A1224533903"",""ff3b54990d88e1fd"",""2023/11/24"""
1,Connection to ground station lost
1,Septentrio GNSS receiver COM port: COM1
1,IO FW CRC match
1,[logger] /fs/microsd/log/2025-08-08/03_02_53.ulg
1,MAG switch from #0 -> #1
3,get: param 65535 invalid
3,"init failed, vehicle_attitude already advertised"
1,Disarmed by RC (switch)
1,"force: [0.000000, 0.000000, 27.947590], torque: [0.085048, -0.024185, -0.000555]"
1,">>>> path_init: path_size=318 bytes, chunk_number=4"
2,"No valid mission available, refusing takeoff."
1,Disarmed by RC (switch)
3,bmi055: no instance started (no device on bus?)
1,Start file log (type: full)
3,PWM_SERVO_GET_COUNT
3,instance 0: RADIO_STATUS timeout
1,Connected at 921600 baud
1,channel 1 got 14 bytes
3,param export failed (-1)
1,"9289340: EKF aligned, (baro hgt, IMU buf: 18, OBS buf: 14)"
3,param export failed (-1)
1,Armed by external command
1,"---zwz: forward_message: sysid=255, compid=190, msgid=73, cmd=0"
1,GPS is good?    OK
3,ms4525do: no instance started (no device on bus?)
1,Disarmed by landing
1,"mode: Onboard, data rate: 100000 B/s on /dev/ttyACM0 @ 2000000B"
2,Preflight: GPS Horizontal Pos Drift too high
2,Preflight Fail: Kill switch engaged
1,"BSON document size 2243 bytes, decoded 2243 bytes (INT32:41, FLOAT:68)"
1,"successfully created rt/fmu/out/vehicle_command_ack data writer, topic id: 246"
2,Preflight Fail: Geofence violated
2,Preflight Fail: Geofence RTL requires valid home
3,bmi088: no instance started (no device on bus?)
1,steam found and send
1,"gyro 1 (3932170) updating offsets [0.045, -0.017, 0.022]->[0.055, -0.015, 0.023] 55.7 degC"
1,"Serial Number: 0x3CDC, Firmware revision: 0x134 Date: Y 2024 DM 719"
3,"vehicle_command_ack lost, generation 16151 -> 16153"
1,"1 (396809) EST:0 offset: [-0.018, 0.055, -0.215]->[-0.012, 0.053, -0.215] (full [0.031, 0.039, -0"
2,Preflight Fail: Kill switch engaged
1,Precland activated
1,"0 (4395041) EST:0 offset: [-0.085, 0.135, -0.048]->[-0.090, 0.145, -0.047] (full [-0.350, 0.485,"
2,Preflight Fail: heading estimate not stable
1,Opened full log file: /fs/microsd/log/2025-08-07/09_30_12.ulg
1,"Dance ready, starting in 953 seconds"
1,exceptions : 120 free
3,get: param 65535 invalid
1,Start file log (type: full)
1,advertising node_id 125 on index 0
3,configure_streams_to_default() failed
1,logger started (mode=all)
1,"successfully created rt/fmu/out/vehicle_odometry data writer, topic id: 261"
1,Opened full log file: /fs/microsd/log/2025-08-07/01_30_33.ulg
3,Valid SENS_TEMP_ID required
1,u-blox protocol version: 27.40
1,Start file log (type: full)
1,Data link regained
1,"0 (396825) EST:1 offset: [0.205, 0.048, -0.226]->[0.189, 0.048, -0.226] (full [0.064, 0.059, -0.2"
1,Kill-switch disengaged
3,"vehicle_command_ack lost, generation 257 -> 294"
1,FF CAN ESC driver started
1,Start file log (type: full)
3,"COMMAND_LONG vehicle_command lost, generation 1214 -> 1247"
1,Septentrio GNSS receiver COM port: COM1
1,Armed by external command
1,try baud 115200
1,Kill disengaged
2,Preflight: GPS Horizontal Pos Drift too high
2,Preflight Fail: Strong magnetic interference
1,Start file log (type: full)
1,"mode: Normal, data rate: 1200 B/s on /dev/ttyS1 @ 57600B"
2,time sync no longer converged
3,get: param 65535 invalid
2,RTT too high for timesync: 109 ms
1,[logger] /fs/microsd/log/2025-08-10/07_13_47.ulg
1,Start file log (type: full)
3,"Failed to communicate with IO, abort."
2,Preflight Fail: Kill switch engaged
2,"no gyro selected, using sensor_gyro_fifo:0 3670026"
2,Preflight Fail: Kill switch engaged
1,"BSON document size 2189 bytes, decoded 2189 bytes (INT32:49, FLOAT:56)"
2,Preflight Fail: Kill switch engaged
2,Preflight Fail: position estimate error
2,no broadcasting address found
1,[logger] /fs/microsd/log/2025-08-06/08_38_39.ulg
3,Parameter MAV_2_BROADCAST not found.
1,already running
1,"0 (527633) EST:0 offset: [0.018, -0.161, 0.279]->[0.435, -0.119, 0.281] (full [1.553, 1.299, 0.45"
1,selected parameter backup file /fs/microsd/parameters_backup.bson
3,Parameter MAV_2_UDP_PRT not found.
1,Registered Topic for 0x1 0x4
3,bmi088: no instance started (no device on bus?)
3,get: param 65535 invalid
1,PX4IO Not Supported
1,"DEBUG_RC, filter_rc_input_yaw, lead_lag_1st"
1,BARO switch from #0 -> #1
1,"closed logfile, bytes written: 289421"
1,Kill-switch disengaged
1,Disarmed by RC (switch)
1,Armed by RC (switch)
3,bmi055: no instance started (no device on bus?)
1,[logger] /fs/microsd/log/2025-08-06/14_21_21.ulg
1,"rc wp seq:21,lat:30.269862,lon:119.973811,alt:85.000000"
2,Preflight Fail: Kill switch engaged
2,Preflight Fail: Attitude failure (roll)
1,"Home position set to: x: 0.011, y: 0.119, z: -0.564, yaw: 1.486"
1,"successfully created rt/fmu/out/vehicle_attitude data writer, topic id: 242"
3,parameter export to /fs/mtd_params failed (-1) attempt 1
3,Battery 1: failed to arm.
1,Start file log (type: full)
1,Armed by external command
1,vdrift:    OK
1,Armed by RC
1,"mode: Normal, data rate: 1200 B/s on /dev/ttyS0 @ 115200B"
2,"Reduce the glide slope, lower the entrance altitude 33 meters, or increase the landing app"
