label,log_text
1,with netmask: 255.255.255.0
1,"successfully created rt/fmu/out/vehicle_angular_velocity data writer, topic id: 240"
2,Preflight Fail: heading estimate not stable
1,"successfully created rt/fmu/out/vehicle_control_mode data writer, topic id: 249"
2,Preflight Fail: Kill switch engaged
2,Preflight Fail: Kill switch engaged
1,time sync converged
1,"mode: Normal, data rate: 100000 B/s on udp port 14550 remote port 14550"
1,sending FrSky SmartPort telemetry
1,"successfully created rt/fmu/out/estimator_status_flags data writer, topic id: 87"
1,"successfully created rt/fmu/out/vehicle_angular_velocity data writer, topic id: 240"
1,"successfully created rt/fmu/out/vehicle_command_ack data writer, topic id: 246"
2,Preflight Fail: Kill switch engaged
2,Preflight Fail: Kill switch engaged
2,Preflight Fail: Kill switch engaged
1,"successfully created rt/fmu/out/vehicle_attitude data writer, topic id: 242"
1,"successfully created rt/fmu/out/vehicle_status data writer, topic id: 266"
2,Preflight Fail: Kill switch engaged
1,data manager file '/fs/microsd/dataman' size is 62560 bytes
2,RTT too high for timesync: 12 ms
2,RTT too high for timesync: 18 ms
2,RTT too high for timesync: 106 ms
1,Kill-switch disengaged
2,ist8310: no instance started (no device on bus?)
1,"closed logfile, bytes written: 2678"
1,importing from '/fs/mtd_params'
1,"BSON document size 2232 bytes, decoded 2232 bytes (INT32:41, FLOAT:64)"
1,"successfully created rt/fmu/out/timesync_status data writer, topic id: 191"
2,RTT too high for timesync: 15 ms
1,[logger] /fs/microsd/log/2025-08-08/14_33_43.ulg
1,"successfully created rt/fmu/out/vehicle_odometry data writer, topic id: 224"
1,"successfully created rt/fmu/out/vehicle_status data writer, topic id: 229"
2,RTT too high for timesync: 109 ms
2,RTT too high for timesync: 17 ms
1,Armed by RC (switch)
2,Preflight Fail: Kill switch engaged
2,GPS reports critical jamming state
2,Preflight Fail: Kill switch engaged
2,GPS reports critical jamming state
2,Preflight: GPS Horizontal Pos Drift too high
2,Preflight Fail: Kill switch engaged
1,Command 45000 not acknowledged
1,"mg nb : 0xaa66, len : 0x40207, nb_sections : 0x2"
1,Section : 1 Start : 17929 End : 40206 MaxIndex : 3713
1,Standby -> Ready
1,"Home position set to: x: 0.011, y: 0.119, z: -0.564, yaw: 1.486"
1,"mode: Normal, data rate: 1200 B/s on /dev/ttyS1 @ 57600B"
1,Armed by RC (switch)
1,Opened full log file: /fs/microsd/log/2025-07-10/08_26_14.ulg
2,Preflight Fail: height estimate not stable
2,Preflight Fail: Kill switch engaged
2,Preflight Fail: Kill switch engaged
3,failed to initialize mtd driver
1,logger started (mode=all)
1,"0 (4395041) EST:2 offset: [-0.094, 0.152, -0.047]->[-0.099, 0.161, -0.046] (full [-0.357, 0.480,"
1,importing from '/fs/mtd_params'
1,[logger] /fs/microsd/log/2025-08-07/21_39_46.ulg
1,data manager file '/fs/microsd/dataman' size is 62560 bytes
1,Takeoff detected
1,Kill-switch engaged
1,Kill-switch engaged
1,Starting mavlink on /dev/ttyACM0 (SYS_USB_AUTO=2)
2,Preflight Fail: height estimate not stable
2,Preflight Fail: Yaw estimate error
1,Armed by RC (switch)
1,Start file log (type: full)
1,Opened full log file: /fs/microsd/log/2022-09-09/11_24_26.ulg
1,data manager file '/fs/microsd/dataman' size is 62560 bytes
1,Mixer: /etc/mixers/pass.aux.mix on /dev/pwm_output1
1,Takeoff detected
1,Start file log (type: full)
1,Connection to ground station lost
2,Preflight Fail: Kill switch engaged
1,valid device required
1,Starting CDC/ACM autostart
1,Armed by external command
1,"0 (396321) EST:1 offset: [0.033, 0.032, -0.266]->[0.037, 0.037, -0.267] (full [0.054, 0.066, -0.3"
1,Armed by external command
3,mtd failure: -5 bus 2 address 0 class 1
2,Kill-switch engaged
1,selected parameter default file /fs/mtd_params
1,MAVLink module starting up!
1,"Airspeed sensor healthy, start using again (-1, 1)"
1,Takeoff detected
1,"BSON document size 2876 bytes, decoded 2876 bytes (INT32:63, FLOAT:75)"
1,IO FW CRC match
1,Start file log (type: full)
1,[logger] /fs/microsd/log/2025-08-08/05_20_13.ulg
1,"BSON document size 2876 bytes, decoded 2876 bytes (INT32:63, FLOAT:75)"
1,Landing detected
1,Starting CDC/ACM autostart
1,"0 (396321) EST:0 offset: [0.013, 0.010, -0.266]->[0.021, 0.019, -0.266] (full [0.050, 0.069, -0.3"
1,Start file log (type: full)
2,Preflight Fail: Yaw estimate error
1,selected parameter backup file /fs/microsd/parameters_backup.bson
1,[logger] /fs/microsd/log/2025-08-08/09_57_58.ulg
1,"0 (396321) EST:1 offset: [0.043, 0.058, -0.277]->[0.048, 0.058, -0.277] (full [0.073, 0.055, -0.2"
1,GCS connection regained
1,"Node ID 1, bitrate 1000000"
2,Preflight: GPS Horizontal Pos Drift too high
1,selected parameter default file /fs/mtd_params
1,u-blox protocol version: 27.31
1,u-blox protocol version: 27.31
2,GPS reports spoofing indicated
1,"0 (4395041) EST:0 offset: [-0.077, 0.110, -0.048]->[-0.080, 0.117, -0.048] (full [-0.205, 0.411,"
1,"successfully created rt/fmu/out/vehicle_status data writer, topic id: 266"
1,Kill engaged
1,selected parameter backup file /fs/microsd/parameters_backup.bson
2,ist8310: no instance started (no device on bus?)
3,get: param 65535 invalid
2,GPS jamming detected! (state: 3) (indicator: 62)
2,Preflight Fail: Kill switch engaged
1,Opened full log file: /fs/microsd/log/2025-08-08/13_02_06.ulg
1,"mode: Normal, data rate: 1200 B/s on /dev/ttyS5 @ 57600B"
1,"init UDP agent IP:10.41.10.1, port:8888"
1,Start mavlink log
1,data manager RAM size is 68528 bytes
2,stream COLLISION not found
1,Armed by external command
1,[logger] /fs/microsd/log/2025-08-01/06_24_56.ulg
1,Opened full log file: /fs/microsd/log/2025-08-01/06_28_22.ulg
1,importing from '/fs/mtd_params'
1,Start file log (type: full)
1,"closed logfile, bytes written: 587788"
1,Opened full log file: /fs/microsd/log/2025-08-01/06_18_06.ulg
1,Armed by external command
2,Disarming denied: not landed
1,GCS connection regained
1,Start file log (type: full)
1,Takeoff detected
1,[logger] /fs/microsd/log/2025-08-01/06_07_15.ulg
2,Disarming denied: not landed
2,Failsafe: stop and wait
1,Disarmed by RC (switch)
1,GCS connection regained
2,invalid setpoints
2,Failsafe: stop and wait
2,invalid setpoints
2,Failsafe: stop and wait
2,invalid setpoints
2,invalid setpoints
2,Failsafe: stop and wait
1,Disarmed by RC (switch)
2,Failsafe: stop and wait
2,Failsafe: stop and wait
2,invalid setpoints
2,invalid setpoints
2,invalid setpoints
2,Preflight Fail: CPU load too high: 97.2%
1,Opened full log file: /fs/microsd/log/2025-08-01/05_36_42.ulg
3,verify: failed (-1)
2,Preflight Fail: Kill switch engaged
1,Executing Mission
1,Disarmed by RC (switch)
1,Opened full log file: /fs/microsd/log/2025-08-01/05_34_45.ulg
1,Connection to ground station lost
1,Takeoff detected
1,GCS connection regained
1,Start file log (type: full)
1,Connection to ground station lost
1,Disarmed by RC (switch)
1,Opened full log file: /fs/microsd/log/2025-08-01/05_36_42.ulg
1,"0 (396321) EST:0 offset: [-0.038, 0.076, 0.042]->[-0.040, 0.082, 0.047] (full [-0.049, 0.115, 0.5"
1,"0 (396321) EST:1 offset: [-0.040, 0.082, 0.047]->[-0.037, 0.078, 0.049] (full [0.027, 0.005, 0.27"
1,Disarmed by RC
1,Opened full log file: /fs/microsd/log/2025-08-06/09_06_36.ulg
1,channel 1 got 14 bytes
1,channel 0 got 14 bytes
1,channel 1 got 14 bytes
1,channel 0 got 15 bytes
1,channel 1 got 14 bytes
1,"total:31902400512, needed:209715200"
1,channel 1 got 14 bytes
1,channel 0 got 14 bytes
1,channel 0 got 14 bytes
1,channel 1 got 14 bytes
1,channel 0 got 14 bytes
1,channel 1 got 14 bytes
1,channel 1 got 14 bytes
1,selected parameter default file /fs/mtd_params
1,"mode: Normal, data rate: 1200 B/s on /dev/ttyS5 @ 57600B"
1,Opened full log file: /fs/microsd/log/2025-08-06/15_45_31.ulg
2,Battery 1 disconnected. Land now!
1,Disarmed by lockdown
1,Kill-switch disengaged
1,Disarmed by lockdown
1,Start file log (type: full)
1,channel 1 got 14 bytes
1,selected parameter default file /fs/mtd_params
1,SD FreeN 30355 MB Total: 30424 MB
1,"gyro 0 (3932170) updating calibration, [-0.0051, 0.0224, 0.0051] -> [-0.0033, 0.0101, 0.0040] 35.3°C"
1,0 - resetting IMU bias
1,Opened full log file: /fs/microsd/log/2025-04-25/03_20_41.ulg
1,IO FW CRC match
1,"mode: Normal, data rate: 1200 B/s on /dev/ttyS6 @ 57600B"
1,"successfully created rt/px4_1/fmu/out/vehicle_command_ack data writer, topic id: 246"
2,"First waypoint too far away: 55915 meters, 5000 max."
2,WPM: REJ. CMD: Busy
1,[cal] progress <80>
1,[cal] progress <100>
1,DECODED_SIZE:5 SAVED_SIZE:-1
1,[logger] /fs/microsd/log/2025-08-08/07_05_00.ulg
3,couldn't start parameter count: -2
2,Arming denied: Resolve system health failures first
2,RTT too high for timesync: 13 ms
1,Armed by external command
1,channel 1 got 14 bytes
1,channel 1 got 14 bytes
1,channel 0 got 14 bytes
1,channel 1 got 16 bytes
1,channel 1 got 14 bytes
1,channel 1 got 14 bytes
1,channel 1 got 14 bytes
1,enough space: 30758273024
1,Executing Mission
2,Preflight Fail: Strong magnetic interference
1,channel 1 got 14 bytes
1,[cal] calibration done: level
3,get: param 65535 invalid
1,MAG switch from #0 -> #1
1,"gyro 2 (2424842) updating offsets [-0.131, 0.079, 0.014]->[-0.119, 0.075, 0.015] 37.2 degC"
3,Network could not be saved!
2,ist8310: no instance started (no device on bus?)
2,Preflight Fail: heading estimate not stable
1,[logger] /fs/microsd/log/2025-07-19/03_21_06.ulg
1,"0 (466977) EST:2 offset: [-0.005, 0.049, -0.019]->[-0.008, 0.050, -0.014] (full [-0.108, 0.099, 0"
1,"closed logfile, bytes written: 8361979"
3,verify: invalid parameter 'SDLOG_PR'
1,channel 1 got 15 bytes
1,channel 0 got 14 bytes
2,Preflight Fail: Yaw estimate error
2,Preflight: GPS Horizontal Pos Drift too high
2,Preflight: GPS Horizontal Pos Drift too high
1,Takeoff detected
1,IO FW CRC match
1,Autotune started
2,Autotune aborted before finishing
1,[logger] /fs/microsd/log/2025-08-07/08_39_08.ulg
2,Preflight Fail: Avionics Power low:   4.73 Volt
2,Preflight Fail: Kill switch engaged
2,RTT too high for timesync: 11 ms
2,Arming denied: Resolve system health failures first
2,Switching to Mission is currently not available
2,Switching to Mission is currently not available
2,ms5611: no instance started (no device on bus?)
2,ms5525dso: no instance started (no device on bus?)
2,Preflight Fail: Avionics Power low:   4.79 Volt
1,ACC 2 (2424842) offset committed: [-0.140 -0.102 -0.337]->[-INFO  [vehicle_imu] ACC 1 (2490386) offset committed: [0.057 0.080 0.012]->[0.086 0.015 0.012])
1,Takeoff detected
1,"1 (8944387) EST:1 offset: [-0.050, 0.031, -0.072]->[-0.053, 0.040, -0.064] (full [-0.062, 0.065,"
1,"1 (8944387) EST:2 offset: [-0.053, 0.040, -0.064]->[-0.054, 0.046, -0.060] (full [-0.060, 0.069,"
1,reset position to ev position
1,reset velocity to zero
2,stopping navigation
2,no broadcasting address found
3,get: param 65535 invalid
3,get: param 65535 invalid
1,"closed logfile, bytes written: 566513"
1,data manager file '/fs/microsd/dataman' size is 68528 bytes
2,Preflight: GPS Speed Accuracy too low
2,Preflight: GPS Horizontal Pos Drift too high
1,Armed by RC
1,Start file log (type: full)
3,SET_MESSAGE_INTERVAL requested param3 not supported.
3,SET_MESSAGE_INTERVAL requested param3 not supported.
1,RC scan: SBUS RC input locked
3,"vehicle_command_ack lost, generation 547 -> 549"
3,SET_MESSAGE_INTERVAL requested param3 not supported.
2,Preflight Fail: Yaw estimate error
1,IO FW CRC match
1,Armed by RC
1,Armed by RC
1,"1 (396809) EST:0 offset: [-0.117, -0.053, 0.090]->[-0.114, -0.049, 0.090] (full [-0.094, -0.027,"
1,data manager file '/fs/microsd/dataman' size is 62560 bytes
1,selected parameter backup file /fs/microsd/parameters_backup.bson
1,data manager file '/fs/microsd/dataman' size is 62560 bytes
1,Successfully set system time
1,LED: open /dev/led0 failed (2)
2,offboard mission init failed (-1)
1,Successfully set system time
3,Accel #0 fail:  TIMEOUT!
2,offboard mission init failed (-1)
1,"param auto save unavailable (-1), retrying.."
1,Stop mavlink log
1,GYRO 0 (2490402) offset committed: [0.026 0.017 -0.010]->[0.020 0.016 -0.021])
3,parameter export to /fs/microsd/params failed (-1) attempt 2
1,not init tilt
1,not init tilt
1,not init tilt
1,[logger] /fs/microsd/log/2025-08-07/10_56_00.ulg
3,parameter export to /fs/microsd/params failed (-1) attempt 3
1,Setting channel 5 minimum to 1100
1,Setting channel 5 maximum to 1900
2,"no gyro selected, using sensor_gyro_fifo:0 2490386"
3,get: param 65535 invalid
1,[logger] /fs/microsd/log/2025-08-07/08_02_51.ulg
3,"vehicle_command_ack lost, generation 16151 -> 16153"
3,SET_MESSAGE_INTERVAL requested param3 not supported.
3,SET_MESSAGE_INTERVAL requested param3 not supported.
2,Arming denied: Resolve system health failures first
2,Preflight Fail: Kill switch engaged
1,Opened full log file: /fs/microsd/log/2025-08-07/09_35_12.ulg
1,MAG switch from #0 -> #1
2,GNSS Fix2 msg detected for ch 1; disabling Fix msg for this node
2,Preflight: GPS Vertical Pos Drift too high
2,Preflight Fail: Yaw estimate error
2,Preflight Fail: Kill switch engaged
1,u-blox module: NEO-M9N
1,[logger] /fs/microsd/log/2025-08-08/09_06_16.ulg
3,bmp388: no instance started (no device on bus?)
1,"Detected parameter update, reloading..."
1,CZI_SNCODE:0212C100F14524049AGC
3,failed to get CAL_MAG1_ID
3,get: param 65535 invalid
1,formatting /dev/mmcsd0
1,card formatted
1,RC scan: CRSF RC input locked
2,Preflight Fail: Accel 0 inconsistent - check cal
1,data manager file '/fs/microsd/dataman' size is 62560 bytes
2,Preflight: GPS Hor Speed Drift too high
3,get: param 65535 invalid
1,Starting mavlink on /dev/ttyACM0 (SYS_USB_AUTO=2)
2,Preflight Fail: Strong magnetic interference
2,Dropped 209 events (seq=237)
2,Already running on bus 1
1,[logger] /fs/microsd/log/2025-08-08/08_17_25.ulg
1,Kill engaged
2,Preflight Fail: Kill switch engaged
2,Kill engaged
1,Kill disengaged
1,"1 (396833) EST:0 offset: [0.057, 0.113, -0.123]->[0.054, 0.104, -0.123] (full [-0.076, -0.240, -0"
1,logger started (mode=all)
2,Preflight Fail: Yaw estimate error
1,Start file log (type: full)
1,"mode: Config, data rate: 800000 B/s on /dev/ttyACM0 @ 57600B"
3,UBX CFG-GNSS message ACK failed
1,Preflight Fail: No manual control input
1,Preflight Fail: No manual control input
1,"mode: Normal, data rate: 100000 B/s on /dev/ttyS4 @ 921600B"
1,logger started (mode=all)
1,and broadcast IP: 192.168.0.255
1,Landing detected
1,Landing detected
1,Start file log (type: full)
1,IO FW CRC match
2,Already running on bus 1
1,Armed by RC (switch)
1,Armed by RC switch
1,data manager file '/fs/microsd/dataman' size is 68528 bytes
1,"using network interface eth0, IP: 192.168.0.3"
1,"successfully created rt/fmu/out/vehicle_odometry data writer, topic id: 264"
1,"closed logfile, bytes written: 1097826"
1,Starting CDC/ACM autostart
3,FTP: Open failed - out of sessions
1,FlightTaskAuto.cpp L358
1,FlightTaskAuto.cpp L616
1,Calibration: Disabling RC input
1,Opened full log file: /fs/microsd/log/2025-08-08/07_37_08.ulg
1,"Node ID 1, bitrate 1000000"
1,"mode: Onboard, data rate: 80000 B/s on /dev/ttyS0 @ 921600B"
3,"write failed errno:22 (Invalid argument), retrying"
2,Preflight: GPS Horizontal Pos Drift too high
1,Preflight check
2,Preflight Fail: height estimate not stable
1,steam found and send
1,"mode: Onboard, data rate: 100000 B/s on /dev/ttyACM0 @ 2000000B"
1,Armed by RC
1,Start file log (type: full)
1,Opened full log file: /fs/microsd/log/2025-08-07/06_19_50.ulg
1,"mode: Config, data rate: 800000 B/s on /dev/ttyACM0 @ 57600B"
1,logger started (mode=all)
1,"instance: 0, max rate: 100, default: 50, alt: 50"
1,"333BSON document size 3183 bytes, decoded 3183 bytes (INT32:64, FLOAT:90)"
1,IO FW CRC match
1,WHO_AM_I 0x47
2,Preflight Fail: Kill switch engaged
1,Opened full log file: /fs/microsd/log/sess112/log100.ulg
1,Armed by RC switch
1,[logger] /fs/microsd/log/2025-08-08/07_31_08.ulg
2,RTT too high for timesync: 15 ms
2,RTT too high for timesync: 24 ms
2,Using non-standard baudrate: 420000
2,Preflight Fail: Kill switch engaged
1,"0 (527633) EST:0 offset: [0.018, -0.161, 0.279]->[0.435, -0.119, 0.281] (full [1.553, 1.299, 0.45"
2,Preflight Fail: Attitude failure (pitch)
1,[logger] /fs/microsd/log/2025-08-08/07_09_37.ulg
2,Preflight Fail: Strong magnetic interference
2,Arming denied: Resolve system health failures first
1,Opened full log file: /fs/microsd/log/2025-08-08/07_10_09.ulg
1,IO FW CRC match
2,"no gyro selected, using sensor_gyro_fifo:0 3670026"
2,Preflight Fail: Flight termination active
2,Preflight Fail: Kill switch engaged
1,ACC 1 (3604506) offset committed: [-0.083 0.303 0.013]->[0.020 0.462 0.085])
1,"0 (527633) EST:1 offset: [0.435, -0.119, 0.281]->[0.657, -0.077, 0.282] (full [1.558, 1.302, 0.44"
2,Preflight Fail: Flight termination active
2,Preflight Fail: Kill switch engaged
1,"closed logfile, bytes written: 6979794"
1,[logger] /fs/microsd/log/2025-08-07/12_48_52.ulg
2,Preflight Fail: Kill switch engaged
2,"no gyro selected, using sensor_gyro_fifo:0 3407898"
1,Kill disengaged
2,ist8310: no instance started (no device on bus?)
1,RC scan: SBUS RC input locked
1,[logger] /fs/microsd/log/2025-08-08/06_51_49.ulg
3,get: param 65535 invalid
2,Preflight Fail: heading estimate not stable
1,Calibration: Disabling RC input
1,"Node ID 1, bitrate 1000000"
1,Opened full log file: /fs/microsd/log/sess100/log102.ulg
1,checks canarm false
1,"receive set mode, main mode = 4, sub mode = 3"
1,Preflight check
1,[cal] progress <50>
1,[cal] pending: back front left right up down
1,[cal] pending: back front left right up
1,[cal] down side already completed
2,[cal] calibration cancelled
1,[logger] /fs/microsd/log/2025-07-23/08_29_13.ulg
2,Preflight Fail: heading estimate not stable
1,Armed by RC switch
1,Kill disengaged
2,Preflight Fail: Kill switch engaged
2,Preflight Fail: Kill switch engaged
1,Kill disengaged
1,"airspeed scale set to 1.000000, offset to 6.894469"
1,"airspeed scale set to 1.000000, offset to 6.894469"
1,"multi_mode: 1, replay_mode: 0"
1,Start file log (type: full)
1,Disarmed by landing
1,ACC 2 (2424842) offset committed: [-0.011 0.116 0.035]->[-0.009 0.192 0.008])
1,Kill-switch disengaged
1,Start file log (type: full)
1,[logger] /fs/microsd/log/2025-08-06/14_41_39.ulg
1,Start file log (type: full)
2,Preflight Fail: Kill switch engaged
1,[logger] /fs/microsd/log/2025-08-07/13_04_06.ulg
1,"successfully created rt/fmu/out/vehicle_global_position data writer, topic id: 213"
1,[logger] /fs/microsd/log/2021-02-18/23_58_01.ulg
1,Disarmed by RC (switch)
1,Start file log (type: full)
1,Start file log (type: full)
1,"0 (527633) EST:1 offset: [-0.019, -0.163, 0.279]->[0.018, -0.161, 0.279] (full [0.199, 0.033, 0.3"
2,Preflight Fail: heading estimate not stable
1,Opened full log file: /fs/microsd/log/2023-03-27/18_22_52.ulg
1,Start file log (type: full)
1,[logger] /fs/microsd/log/2021-02-18/23_57_51.ulg
2,Preflight Fail: heading estimate not stable
2,time jump detected. Resetting time synchroniser.
1,[logger] /fs/microsd/log/2025-08-08/06_25_57.ulg
1,Opened full log file: /fs/microsd/log/2025-08-08/05_59_54.ulg
1,Starting CDC/ACM autostart
1,logger started (mode=all)
2,Preflight Fail: Kill switch engaged
1,ACC 2 (3407882) offset committed: [0.053 0.006 -0.111]->[0.105 0.002 -0.099])
1,Takeoff to 3.0 meters above home
1,RTL: return at 33 m (1 m above destination)
1,Disarmed by landing
1,data manager file '/fs/microsd/dataman' size is 62560 bytes
2,Preflight Fail: Gyro Sensor 0 missing
1,selected parameter backup file /fs/microsd/parameters_backup.bson
2,ist8310: no instance started (no device on bus?)
1,"instance: 0, max rate: 100, default: 50, alt: 50"
1,u-blox firmware version: HPG 1.32
1,Takeoff to 3.5 meters above home
1,target_component: 1
1,MAVLINK system compid: 1
1,COMMAND LONG: 512
1,"target_system: 1, mavlink_system.sysid: 2"
2,Preflight Fail: Kill switch engaged
2,Preflight Fail: Kill switch engaged
2,Preflight Fail: Kill switch engaged
1,Starting mavlink shell
1,u-blox module: NEO-M9N
2,Preflight: GPS Vertical Pos Drift too high
1,"1 (396809) EST:0 offset: [-0.282, 0.032, -0.115]->[-0.272, 0.036, -0.115] (full [-0.207, 0.061, -"
1,"closed logfile, bytes written: 10457614"
2,ms5611: no instance started (no device on bus?)
3,get: param 65535 invalid
1,[logger] /fs/microsd/log/2025-08-08/04_26_07.ulg
1,[cal] Battery connected
1,Start file log (type: full)
1,Armed by RC (switch)
1,logger started (mode=all)
1,Starting CDC/ACM autostart
1,"closed logfile, bytes written: 289421"
1,u-blox protocol version: 34.10
1,Armed by RC (switch)
1,Start file log (type: full)
1,Starting CDC/ACM autostart
1,IO FW CRC match
2,"no gyro selected, using sensor_gyro_fifo:0 4325386"
2,Preflight: GPS Horizontal Pos Drift too high
1,[logger] /fs/microsd/log/2025-08-08/04_01_32.ulg
1,"mode: Normal, data rate: 1200 B/s on /dev/ttyS0 @ 57600B"
1,u-blox protocol version: 34.10
1,Disarmed by RC (switch)
1,[logger] /fs/microsd/log/2025-08-08/04_01_32.ulg
1,Opened full log file: /fs/microsd/log/2025-08-08/04_00_54.ulg
1,Start file log (type: full)
1,"closed logfile, bytes written: 554312"
1,Opened full log file: /fs/microsd/log/2025-08-08/01_56_11.ulg
2,Switching to Hold is currently not available
1,u-blox protocol version: 18.00
1,data manager file '/fs/microsd/dataman' size is 68528 bytes
2,Preflight Fail: Yaw estimate error
2,Preflight Fail: position estimate error
1,"Node ID 1, bitrate 1000000"
2,Preflight: GPS Horizontal Pos Drift too high
2,Preflight Fail: horizontal velocity unstable
1,Kill-switch engaged
1,Connection to ground station lost
1,"BSON document size 2243 bytes, decoded 2243 bytes (INT32:41, FLOAT:68)"
1,Opened full log file: /fs/microsd/log/2025-08-08/04_01_32.ulg
1,IO FW CRC match
1,Armed by external command
1,Start file log (type: full)
1,Executing Mission
1,Executing Mission
1,"closed logfile, bytes written: 3168224"
1,Takeoff detected
1,Landing detected
1,[logger] /fs/microsd/log/2025-08-08/01_54_04.ulg
1,Opened full log file: /fs/microsd/log/2025-08-08/01_54_04.ulg
1,"closed logfile, bytes written: 3211412"
1,selected parameter default file /fs/mtd_params
1,[logger] /fs/microsd/log/2025-08-08/01_54_20.ulg
1,importing from '/fs/mtd_params'
2,ist8310: no instance started (no device on bus?)
2,orb_advertise_multi: failed to set queue size
1,Mixer: /etc/mixers/quad_x.main.mix on /dev/pwm_output0
1,selected parameter default file /fs/mtd_params
1,IO FW CRC match
1,GYRO 1 (2490378) offset committed: [0.021 -0.024 -0.002]->[0.008 -0.024 -0.001])
1,Armed by RC
1,"mode: Normal, data rate: 1200 B/s on /dev/ttyS5 @ 57600B"
3,Parameter MAV_2_REMOTE_PRT not found.
1,[logger] /fs/microsd/log/2025-08-08/01_24_53.ulg
1,ACC 1 (2490378) offset committed: [0.055 0.012 -0.134]->[0.003 0.002 -0.149])
3,Parameter MAV_2_BROADCAST not found.
1,GYRO 1 (2490378) offset committed: [0.021 -0.024 -0.002]->[0.008 -0.024 -0.001])
2,Preflight Fail: No connection to the ground control station
3,/dev/ttyS0 write error -1
1,u-blox protocol version: 27.31
2,Preflight Fail: Kill switch engaged
2,Preflight Fail: No connection to the ground control station
1,data manager file '/fs/microsd/dataman' size is 68528 bytes
1,Starting CDC/ACM autostart
2,Failsafe: blind land
1,Started 0x45 successfully
1,Starting CDC/ACM autostart
1,Mag: 0 sphere radius: 0.4542
1,"MAG 396833 EN: 1, offset: [-0.192  0.050  0.326], scale: [ 1.035  0.944  1.022], External ROT: 0"
1,[cal] progress <81>
1,Remove IP: 10.20.2.19 port 14551
1,partner IP: 10.20.2.19 port 14551
1,[cal] progress <57>
1,"GYRO 3670026 EN: 1, offset: [-0.0051 -0.0123 -0.0057]"
1,Connection to ground station lost
3,couldn't start parameter count: -2
1,Landing detected
1,"closed logfile, bytes written: 265020"
1,Armed by RC switch
1,"mode: Normal, data rate: 1200 B/s on /dev/ttyS0 @ 57600B"
3,open '/fs/mtd_caldata' failed (2)
1,Opened full log file: /fs/microsd/log/2025-08-08/03_06_57.ulg
1,"0 (396825) EST:0 offset: [-0.011, 0.000, -0.044]->[-0.016, 0.001, -0.044] (full [-0.048, 0.002, 0"
1,Opened full log file: /fs/microsd/log/2025-08-07/08_31_59.ulg
1,"[Crawl] Detected blockage, stopping motors"
1,"[Crawl] Detected blockage, stopping motors"
1,"[Crawl] Detected blockage, stopping motors"
1,Landing detected
2,no broadcasting address found
2,Preflight Fail: heading estimate not stable
1,"mode: Onboard, data rate: 80000 B/s on /dev/ttyS0 @ 921600B"
3,get: param 65535 invalid
2,Preflight Fail: Kill switch engaged
1,Armed by RC
1,"mode: Config, data rate: 800000 B/s on /dev/ttyACM0 @ 57600B"
2,"Node ID 120, bitrate 500000,can_ch 1"
2,_instance->_task: 392
1,负载 关
1,Opened full log file: /fs/microsd/log/2025-08-08/03_24_33.ulg
1,Starting CDC/ACM autostart
1,Armed by RC switch
1,Opened full log file: /fs/microsd/log/2025-08-08/03_01_22.ulg
2,hardware flow control not supported
1,logger started (mode=all)
1,selected parameter backup file /fs/microsd/parameters_backup.bson
1,"mode: Normal, data rate: 1200 B/s on /dev/ttyS1 @ 57600B"
1,u-blox protocol version: 27.12
1,[logger] /fs/microsd/log/2025-08-08/03_02_53.ulg
2,Preflight Fail: Avionics Power low:   4.79 Volt
1,Disarmed by landing
1,Start file log (type: full)
1,[cal] right orientation detected
1,[cal] progress <68>
1,[cal] progress <85>
1,[cal] calibration done: accel
1,Landing detected
1,logger started (mode=all)
1,[Crawl] 停止: pwm = 0
1,"Accel ts: 12771850, accel z: -9.979"
1,"instance: 0, max rate: 800, default: 50, alt: 400"
2,mavlink for device /dev/ttyS1 is not running
2,mavlink for device /dev/ttyS1 is not running
2,"Too many subscriptions, failed to add: vehicle_trajectory_waypoint 0"
1,Opened full log file: /fs/microsd/log/2025-08-08/02_58_40.ulg
2,Preflight Fail: Attitude failure (pitch)
1,Start file log (type: full)
1,Opened full log file: /fs/microsd/log/2023-03-27/19_27_27.ulg
1,IO FW CRC match
1,Armed by external command
1,[logger] /fs/microsd/log/2023-03-27/18_22_52.ulg
2,Preflight Fail: heading estimate not stable
1,"closed logfile, bytes written: 14072492"
2,Preflight Fail: heading estimate not stable
1,Start file log (type: full)
1,0 - mag sensor ID changed 32704 -> 8944899
1,"mode: Config, data rate: 800000 B/s on /dev/ttyACM0 @ 57600B"
1,"starting instance 0, IMU:0 (3670026), MAG:0 (0)"
1,0 - mag sensor ID changed 23 -> 8944899
2,ist8310: no instance started (no device on bus?)
1,MMCAN_ trigger init
1,storage array: 113/1833 elements (928 bytes total)
1,auto save: on
1,RC scan: SBUS RC input locked
1,default PWM output device
1,Opened full log file: /fs/microsd/log/sess028/log001.ulg
1,logger started (mode=all)
1,Registered Topic for 0x1 0x6
1,Registered Topic for 0x1 0x7
1,"successfully created rt/fmu/out/estimator_status_flags data writer, topic id: 87"
1,"successfully created rt/fmu/out/sensor_combined data writer, topic id: 203"
1,time sync converged
2,Preflight Fail: heading estimate not stable
1,"BSON document size 2189 bytes, decoded 2189 bytes (INT32:49, FLOAT:56)"
1,RC input locked
1,selected parameter default file /fs/mtd_params
1,Start file log (type: full)
1,"closed logfile, bytes written: 330619"
